"nm_prov","nm_kota","nm_kec","nm_desa","nm_dapil","bsndslhn","kwooarmn"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,PANGKAL BALAM,LONTONG PANCUR,KEPULAUAN BANGKA BELITUNG,1294,1937
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,PANGKAL BALAM,KETAPANG,KEPULAUAN BANGKA BELITUNG,1002,1648
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,PANGKAL BALAM,AMPUI,KEPULAUAN BANGKA BELITUNG,867,999
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,PANGKAL BALAM,REJO SARI,KEPULAUAN BANGKA BELITUNG,1203,1622
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,DUL,KEPULAUAN BANGKA BELITUNG,1962,1689
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,AIR MESU,KEPULAUAN BANGKA BELITUNG,1001,713
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,MANGKOL,KEPULAUAN BANGKA BELITUNG,525,1673
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,TANJUNG GUNUNG,KEPULAUAN BANGKA BELITUNG,474,1634
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,BENTENG,KEPULAUAN BANGKA BELITUNG,28,1540
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,PADANG BARU,KEPULAUAN BANGKA BELITUNG,486,903
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,JERUK,KEPULAUAN BANGKA BELITUNG,123,1241
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,BELULUK,KEPULAUAN BANGKA BELITUNG,567,1760
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,PEDINDANG,KEPULAUAN BANGKA BELITUNG,405,1224
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,BATU BELUBANG,KEPULAUAN BANGKA BELITUNG,533,1523
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,AIR MESU TIMUR,KEPULAUAN BANGKA BELITUNG,966,549
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,KEBINTIK,KEPULAUAN BANGKA BELITUNG,125,838
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,SEKAR BIRU,KEPULAUAN BANGKA BELITUNG,714,1529
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,TELAK,KEPULAUAN BANGKA BELITUNG,436,623
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,CUPAT,KEPULAUAN BANGKA BELITUNG,390,2111
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,BAKIT,KEPULAUAN BANGKA BELITUNG,139,774
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,PUPUT,KEPULAUAN BANGKA BELITUNG,430,2295
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,AIR GANTANG,KEPULAUAN BANGKA BELITUNG,516,1743
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,KELABAT,KEPULAUAN BANGKA BELITUNG,198,1333
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,KAPIT,KEPULAUAN BANGKA BELITUNG,228,643
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,SEMULUT,KEPULAUAN BANGKA BELITUNG,719,709
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,TELUK LIMAU,KEPULAUAN BANGKA BELITUNG,279,1689
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,PAYUNG,KEPULAUAN BANGKA BELITUNG,1009,1588
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,MALIK,KEPULAUAN BANGKA BELITUNG,246,597
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,SENGIR,KEPULAUAN BANGKA BELITUNG,597,304
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,PANGKAL BULUH,KEPULAUAN BANGKA BELITUNG,932,742
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,IRAT,KEPULAUAN BANGKA BELITUNG,354,473
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,BEDENGUNG,KEPULAUAN BANGKA BELITUNG,933,503
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,NADUNG,KEPULAUAN BANGKA BELITUNG,347,436
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,RANGGUNG,KEPULAUAN BANGKA BELITUNG,833,987
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,PAKU,KEPULAUAN BANGKA BELITUNG,665,468
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,AIR RUAI,KEPULAUAN BANGKA BELITUNG,1638,2237
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,AIR DUREN,KEPULAUAN BANGKA BELITUNG,449,1433
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,PENYAMUN,KEPULAUAN BANGKA BELITUNG,1272,1423
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,SEMPAN,KEPULAUAN BANGKA BELITUNG,1512,828
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,PEMALI,KEPULAUAN BANGKA BELITUNG,1086,1642
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,KARYA MAKMUR,KEPULAUAN BANGKA BELITUNG,1818,1885
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,PUDING BESAR,KEPULAUAN BANGKA BELITUNG,2541,753
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,LABU,KEPULAUAN BANGKA BELITUNG,1100,482
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,NIBUNG,KEPULAUAN BANGKA BELITUNG,1235,474
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,TANAH BAWAH,KEPULAUAN BANGKA BELITUNG,560,458
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,SAING,KEPULAUAN BANGKA BELITUNG,446,577
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,KOTA WARINGIN,KEPULAUAN BANGKA BELITUNG,716,795
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,KAYU BESI,KEPULAUAN BANGKA BELITUNG,942,342
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,BATU BETUMPANG,KEPULAUAN BANGKA BELITUNG,786,1080
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,SUKAJAYA,KEPULAUAN BANGKA BELITUNG,111,522
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,PANCA TUNGGAL,KEPULAUAN BANGKA BELITUNG,131,579
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,SUMBER JAYA PERMAI,KEPULAUAN BANGKA BELITUNG,202,813
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,FAJAR INDAH,KEPULAUAN BANGKA BELITUNG,310,1039
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,PINTU AIR,KEPULAUAN BANGKA BELITUNG,1510,1310
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,BINTANG,KEPULAUAN BANGKA BELITUNG,33,1610
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,MASJID JAMIK,KEPULAUAN BANGKA BELITUNG,618,810
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,ASAM,KEPULAUAN BANGKA BELITUNG,833,1055
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,MELINTANG,KEPULAUAN BANGKA BELITUNG,912,1094
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,PARIT LALANG,KEPULAUAN BANGKA BELITUNG,1804,2183
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,KERAMAT,KEPULAUAN BANGKA BELITUNG,2333,1959
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,GAJAH MADA,KEPULAUAN BANGKA BELITUNG,1202,1100
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,RIAU,KEPULAUAN BANGKA BELITUNG,538,1344
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,PANGKAL NIUR,KEPULAUAN BANGKA BELITUNG,1619,416
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,PUGUL,KEPULAUAN BANGKA BELITUNG,462,1505
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,CIT,KEPULAUAN BANGKA BELITUNG,614,2003
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,DENIANG,KEPULAUAN BANGKA BELITUNG,176,1426
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,SILIP,KEPULAUAN BANGKA BELITUNG,555,1048
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,MAPUR,KEPULAUAN BANGKA BELITUNG,207,1257
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,BANYU ASIN,KEPULAUAN BANGKA BELITUNG,709,272
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,BERBURA,KEPULAUAN BANGKA BELITUNG,346,553
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,SELAT NASIK,KEPULAUAN BANGKA BELITUNG,330,1129
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,PETALING,KEPULAUAN BANGKA BELITUNG,116,281
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,SUAK GUAL,KEPULAUAN BANGKA BELITUNG,165,422
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,PULAU GERSIK,KEPULAUAN BANGKA BELITUNG,266,1055
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,SIJUK,KEPULAUAN BANGKA BELITUNG,514,1494
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,BATU ITAM,KEPULAUAN BANGKA BELITUNG,432,1053
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,TERONG,KEPULAUAN BANGKA BELITUNG,291,1351
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,AIR SERUK,KEPULAUAN BANGKA BELITUNG,1036,2194
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,TANJUNG BINGA,KEPULAUAN BANGKA BELITUNG,560,3086
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,AIR SELUMAR,KEPULAUAN BANGKA BELITUNG,482,1371
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,SUNGAI PADANG,KEPULAUAN BANGKA BELITUNG,201,1242
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,KECIPUT,KEPULAUAN BANGKA BELITUNG,176,1391
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,PELEPAK PUTE,KEPULAUAN BANGKA BELITUNG,202,963
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,TANJONG TINGGI,KEPULAUAN BANGKA BELITUNG,96,545
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,SIMPANG KATIS,KEPULAUAN BANGKA BELITUNG,721,846
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,CELUAK,KEPULAUAN BANGKA BELITUNG,915,373
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,SUNGKAP,KEPULAUAN BANGKA BELITUNG,1075,475
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,BERUAS,KEPULAUAN BANGKA BELITUNG,554,543
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,PUPUT,KEPULAUAN BANGKA BELITUNG,807,592
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,TERU,KEPULAUAN BANGKA BELITUNG,780,740
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,TERAK,KEPULAUAN BANGKA BELITUNG,1269,1283
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,PASIR GARAM,KEPULAUAN BANGKA BELITUNG,306,1054
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,KATIS,KEPULAUAN BANGKA BELITUNG,374,396
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,PINANG SEBATANG,KEPULAUAN BANGKA BELITUNG,694,168
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG PESAK,SIMPANG PESAK,KEPULAUAN BANGKA BELITUNG,469,1773
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG PESAK,TANJUNG BATU ITAM,KEPULAUAN BANGKA BELITUNG,150,959
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG PESAK,TANJUNG KELUMPANG,KEPULAUAN BANGKA BELITUNG,252,828
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG PESAK,DUKONG,KEPULAUAN BANGKA BELITUNG,137,441
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,SIMPANG TIGA,KEPULAUAN BANGKA BELITUNG,211,706
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,RENGGIANG,KEPULAUAN BANGKA BELITUNG,184,984
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,AIK MADU,KEPULAUAN BANGKA BELITUNG,107,530
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,LINTANG,KEPULAUAN BANGKA BELITUNG,476,1493
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,JELUTUNG II,KEPULAUAN BANGKA BELITUNG,1026,1564
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,GUDANG,KEPULAUAN BANGKA BELITUNG,519,530
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,BANGKA KOTA,KEPULAUAN BANGKA BELITUNG,463,1583
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,RAJIK,KEPULAUAN BANGKA BELITUNG,669,1596
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,SEBAGIN,KEPULAUAN BANGKA BELITUNG,379,839
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,SIMPANG RIMBA,KEPULAUAN BANGKA BELITUNG,258,940
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,PERMIS,KEPULAUAN BANGKA BELITUNG,922,1440
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,PELANGAS,KEPULAUAN BANGKA BELITUNG,361,861
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,KUNDI,KEPULAUAN BANGKA BELITUNG,602,866
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,MAYANG,KEPULAUAN BANGKA BELITUNG,367,992
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,PERADONG,KEPULAUAN BANGKA BELITUNG,333,651
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIR NYATOH,KEPULAUAN BANGKA BELITUNG,569,1006
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,BERANG,KEPULAUAN BANGKA BELITUNG,612,1404
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,SIMPANG TIGA,KEPULAUAN BANGKA BELITUNG,607,545
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,RAMBAT,KEPULAUAN BANGKA BELITUNG,96,505
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,SIMPANG GONG,KEPULAUAN BANGKA BELITUNG,247,485
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,IBUL,KEPULAUAN BANGKA BELITUNG,625,997
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,PANGEK,KEPULAUAN BANGKA BELITUNG,467,843
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,BUKIT TERAK,KEPULAUAN BANGKA BELITUNG,612,545
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIR MENDUYUNG,KEPULAUAN BANGKA BELITUNG,368,629
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,SUNGAI SELAN,KEPULAUAN BANGKA BELITUNG,1071,3118
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KERANTAI,KEPULAUAN BANGKA BELITUNG,210,355
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KERETAK,KEPULAUAN BANGKA BELITUNG,685,899
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,LAMPUR,KEPULAUAN BANGKA BELITUNG,816,1900
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,SARANG MANDI,KEPULAUAN BANGKA BELITUNG,443,905
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,MUNGGU,KEPULAUAN BANGKA BELITUNG,516,938
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KEMINGKING,KEPULAUAN BANGKA BELITUNG,431,744
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,SUNGAI SELAN ATAS,KEPULAUAN BANGKA BELITUNG,397,1201
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,TANJUNG PURA,KEPULAUAN BANGKA BELITUNG,200,525
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,RAMADHON,KEPULAUAN BANGKA BELITUNG,365,747
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KERAKAS,KEPULAUAN BANGKA BELITUNG,275,562
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,MELABUN,KEPULAUAN BANGKA BELITUNG,204,331
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KERETAK ATAS,KEPULAUAN BANGKA BELITUNG,528,567
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,SUNGAILIAT,KEPULAUAN BANGKA BELITUNG,3643,7081
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,SRI MENANTI,KEPULAUAN BANGKA BELITUNG,3226,3967
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,KUDAI,KEPULAUAN BANGKA BELITUNG,628,2368
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,SINAR BARU,KEPULAUAN BANGKA BELITUNG,587,919
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,KENANGA,KEPULAUAN BANGKA BELITUNG,933,2312
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,PARIT PADANG,KEPULAUAN BANGKA BELITUNG,2626,2596
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,REBO,KEPULAUAN BANGKA BELITUNG,524,2019
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,SINAR JAYA JELUTUNG,KEPULAUAN BANGKA BELITUNG,1110,2133
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,MATRAS,KEPULAUAN BANGKA BELITUNG,644,1556
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,JELITIK,KEPULAUAN BANGKA BELITUNG,439,1920
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,SURYA TIMUR,KEPULAUAN BANGKA BELITUNG,516,1183
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,LUBUK KELIK,KEPULAUAN BANGKA BELITUNG,530,1063
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,BUKIT BETUNG,KEPULAUAN BANGKA BELITUNG,2899,1483
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,OPAS INDAH,KEPULAUAN BANGKA BELITUNG,1333,1314
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,GEDUNG NASIONAL,KEPULAUAN BANGKA BELITUNG,848,1020
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,BATIN TIKAL,KEPULAUAN BANGKA BELITUNG,965,865
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,RAWA BANGUN,KEPULAUAN BANGKA BELITUNG,983,712
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,KEJAKSAAN,KEPULAUAN BANGKA BELITUNG,2153,1754
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,KOTA,KEPULAUAN BANGKA BELITUNG,845,1541
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,PARIT,KEPULAUAN BANGKA BELITUNG,949,2310
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,BULUH TUMBANG,KEPULAUAN BANGKA BELITUNG,661,1678
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,PERAWAS,KEPULAUAN BANGKA BELITUNG,767,1762
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,LESUNG BATANG,KEPULAUAN BANGKA BELITUNG,1497,2417
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,PANGKAL LALANG,KEPULAUAN BANGKA BELITUNG,2786,4210
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,DUKONG,KEPULAUAN BANGKA BELITUNG,729,2270
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,JURU SEBERANG,KEPULAUAN BANGKA BELITUNG,277,1187
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,TANJUNGPENDAM,KEPULAUAN BANGKA BELITUNG,1123,2108
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,AIR SAGA,KEPULAUAN BANGKA BELITUNG,1857,4073
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,PAAL SATU,KEPULAUAN BANGKA BELITUNG,1452,3588
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,AIR MERBAU,KEPULAUAN BANGKA BELITUNG,1183,2441
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,AIK PALEMPANG JAYA,KEPULAUAN BANGKA BELITUNG,946,2022
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,AIK KETEKOK,KEPULAUAN BANGKA BELITUNG,965,2089
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,AIK RAYAK,KEPULAUAN BANGKA BELITUNG,1872,3490
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,KAMPONG DAMAI,KEPULAUAN BANGKA BELITUNG,643,1751
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,TEMPILANG,KEPULAUAN BANGKA BELITUNG,662,1951
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,TANJUNG NIUR,KEPULAUAN BANGKA BELITUNG,424,1441
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,SANGKU,KEPULAUAN BANGKA BELITUNG,504,861
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,BUYAN KELUMBI,KEPULAUAN BANGKA BELITUNG,539,409
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,PENYAMPAK,KEPULAUAN BANGKA BELITUNG,850,824
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,BENTENG KOTA,KEPULAUAN BANGKA BELITUNG,565,1577
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,AIR LINTANG,KEPULAUAN BANGKA BELITUNG,545,1953
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,SINAR SURYA,KEPULAUAN BANGKA BELITUNG,242,928
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,SIMPANG YUL,KEPULAUAN BANGKA BELITUNG,1292,581
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,TOBOALI,KEPULAUAN BANGKA BELITUNG,2787,5308
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,TELADAN,KEPULAUAN BANGKA BELITUNG,3132,5398
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,TANJUNG KETAPANG,KEPULAUAN BANGKA BELITUNG,1560,3826
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,SERDANG,KEPULAUAN BANGKA BELITUNG,939,1611
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,JERIJI,KEPULAUAN BANGKA BELITUNG,1185,385
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,BIKANG,KEPULAUAN BANGKA BELITUNG,362,558
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,GADUNG,KEPULAUAN BANGKA BELITUNG,1849,2457
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,RIAS,KEPULAUAN BANGKA BELITUNG,981,3611
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,KEPOH,KEPULAUAN BANGKA BELITUNG,353,953
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,KEPOSANG,KEPULAUAN BANGKA BELITUNG,460,2252
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,RINDIK,KEPULAUAN BANGKA BELITUNG,356,486
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,SADAI,KEPULAUAN BANGKA BELITUNG,429,912
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,TUKAK,KEPULAUAN BANGKA BELITUNG,206,443
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,PASIR PUTIH,KEPULAUAN BANGKA BELITUNG,582,1609
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,TIRAM,KEPULAUAN BANGKA BELITUNG,350,866
